Project,CODE_DOC,CODE_SIZE,CPX,ITS_REL,ITS_USAGE,PUBLIC_DATA,SCM_ACTIVITY,SCM_DIVERSITY,SCM_USAGE,TST_COV
gendoc,1 / 1,1 / 1,1 / 1,2 / 3,2 / 2,1 / 0,2 / 2,1 / 1,2 / 2,1 / 1
