Project,QM_ACTIVITY,QM_ANA,QM_CHA,QM_DIVERSITY,QM_ECOSYSTEM,QM_FEEDBACK,QM_ITS,QM_PLAN,QM_PROCESS,QM_PRODUCT,QM_QUALITY,QM_REL,QM_RESPONSIVENESS,QM_REU,QM_SCM,QM_SUPPORT,QM_USAGE
cdt,4 / 4,2 / 8,2 / 6,3 / 3,17 / 19,1 / 1,3 / 3,2 / 3,8 / 15,10 / 28,35 / 62,4 / 9,2 / 2,2 / 5,3 / 3,4 / 4,3 / 4
