Project,QM_ACTIVITY,QM_ANA,QM_CHA,QM_DIVERSITY,QM_ECOSYSTEM,QM_ITS,QM_PROCESS,QM_PRODUCT,QM_QUALITY,QM_REL,QM_REU,QM_SCM,QM_TST
gendoc,2 / 4,3 / 5,2 / 4,1 / 3,3 / 15,2 / 3,6 / 12,12 / 20,21 / 47,4 / 7,3 / 4,2 / 3,2 / 4
