Project,QM_ACTIVITY,QM_ANA,QM_CHA,QM_DIVERSITY,QM_ECOSYSTEM,QM_FEEDBACK,QM_ITS,QM_PLAN,QM_PROCESS,QM_PRODUCT,QM_QUALITY,QM_REL,QM_RESPONSIVENESS,QM_REU,QM_SCM,QM_SUPPORT,QM_USAGE
ease,3 / 4,1 / 8,1 / 6,1 / 3,11 / 19,1 / 1,3 / 3,2 / 3,8 / 15,6 / 28,25 / 62,3 / 9,1 / 2,1 / 5,3 / 3,2 / 4,3 / 4
