Project,QM_ACTIVITY,QM_ANA,QM_CHA,QM_DIVERSITY,QM_ECOSYSTEM,QM_FEEDBACK,QM_ITS,QM_PLAN,QM_PROCESS,QM_PRODUCT,QM_QUALITY,QM_REL,QM_RESPONSIVENESS,QM_REU,QM_SCM,QM_SUPPORT,QM_USAGE
papyrus,4 / 4,2 / 5,2 / 4,1 / 3,15 / 15,1 / 1,3 / 3,2 / 2,8 / 12,11 / 20,34 / 47,5 / 7,2 / 2,2 / 4,3 / 3,4 / 4,3 / 1
