Project,QM_ACTIVITY,QM_DIVERSITY,QM_ECOSYSTEM,QM_ITS,QM_PROCESS,QM_PRODUCT,QM_QUALITY,QM_REL,QM_SCM
kitalpha,2 / 4,1 / 3,3 / 19,2 / 3,4 / 15,2 / 28,9 / 62,2 / 9,2 / 3
