Project,COMR,DL_REPO_1M,DL_UPDATE_SITE_1M,FU_CLONE,ITS_AUTH_1M,ITS_BUGS_DENSITY,ITS_FIX_MED_1M,ITS_UPDATES_1M,MKT_FAV,MKT_INSTALL_FAILED_1M,MKT_INSTALL_SUCCESS_1M,MLS_DEV_AUTH_1M,MLS_DEV_RESP_RATIO_1M,MLS_DEV_SUBJ_1M,MLS_DEV_VOL_1M,MLS_USR_AUTH_1M,MLS_USR_SUBJ_1M,MLS_USR_VOL_1M,NCC_ANA,NCC_ANA_IDX,NCC_CHA,NCC_CHA_IDX,NCC_COR,NCC_COR_IDX,NCC_EFF,NCC_MAT,NCC_POR,NCC_REL,NCC_REL_IDX,NCC_RES,NCC_REU,NCC_REU_IDX,NCC_SEC,NCC_TES,NCC_THR,PLAN_MILESTONES_VOL,PLAN_REVIEWS_SUCCESS_RATE,PUB_ITS_INFO_PMI,PUB_SCM_INFO_PMI,RKO_ANA,RKO_CHA,RKO_COR,RKO_EFF,RKO_MAT,RKO_POR,RKO_REL,RKO_REU,RKO_SEC,RKO_TES,RKO_THR,ROKR_ANA,ROKR_CHA,ROKR_COR,ROKR_EFF,ROKR_MAT,ROKR_POR,ROKR_REL,ROKR_RES,ROKR_REU,ROKR_SEC,ROKR_TES,ROKR_THR,ROK_ANA,ROK_CHA,ROK_COR,ROK_EFF,ROK_MAT,ROK_POR,ROK_REL,ROK_RES,ROK_REU,ROK_SEC,ROK_TES,ROK_THR,RULES,RULES_ANA,RULES_CHA,RULES_COR,RULES_EFF,RULES_MAT,RULES_POR,RULES_REL,RULES_RES,RULES_REU,RULES_SEC,RULES_TES,RULES_THR,SCM_COMMITS_1M,SCM_COMMITTED_FILES_1M,SCM_COMMITTERS_1M,SLOC,TST_COV_LINES,VG
example,16.4,572801,3359,115314,55,0.08530612869851283,14.95,237,147,301,3058,32,2.71875,32,119,32,32,119,28410,31.07,5153,5.63,209,0.22,3401,22,468,7183,7.86,0,139754,152.84,2244,1102,132,0,40,5,5,46,14,20,11,1,2,21,13,13,1,3,26.984126984127,26.3157894736842,70.1492537313433,35.2941176470588,0,33.3333333333333,55.3191489361702,0,27.7777777777778,50,0,62.5,17,5,47,6,0,1,26,0,5,13,0,5,210,63,19,67,17,1,3,47,0,18,26,1,8,112,301,18,914354,63.18,22
