Project,QM_ACTIVITY,QM_ANA,QM_CHA,QM_DIVERSITY,QM_ECOSYSTEM,QM_FEEDBACK,QM_ITS,QM_PLAN,QM_PROCESS,QM_PRODUCT,QM_QUALITY,QM_REL,QM_REU,QM_SCM,QM_SUPPORT,QM_USAGE
example,4 / 4,2 / 5,2 / 4,3 / 3,14 / 15,1 / 1,3 / 3,2 / 2,8 / 12,10 / 20,32 / 47,4 / 7,2 / 4,3 / 3,3 / 4,3 / 1
