Project,QM_ACTIVITY,QM_ANA,QM_CHA,QM_DIVERSITY,QM_ECOSYSTEM,QM_FEEDBACK,QM_ITS,QM_PLAN,QM_PROCESS,QM_PRODUCT,QM_QUALITY,QM_REL,QM_RESPONSIVENESS,QM_REU,QM_SCM,QM_SUPPORT,QM_USAGE
ease,2,4,4,1,1,1,1,1,1,4,2,4,3,4,1,3,1
